"province","district","sector","cell","village","gid","lon","lat"
"Amajyepfo","Nyanza","Cyabakamyi","Karama","Gahondo","E108S81",29.6510795846779,-2.30395409376202
"Iburasirazuba","Gatsibo","Gasange","Viro","Viro","E115S75",30.2743250856116,-1.76851628713182
"Umujyi wa Kigali","Kicukiro","Nyarugunga","Nonko","Nyarutovu","E114S77",30.1573212007232,-1.98163286564912
"Iburengerazuba","Nyamasheke","Cyato","Bisumo","Hangari","E104S81",29.2550396322213,-2.37033488835028
"Iburasirazuba","Nyagatare","Gatunda","Nyamikamba","Byimana","E114S71",30.2226100909027,-1.39806946406229
"Amajyepfo","Nyaruguru","Ngoma","Nyamirama","Ryakanyamiganda","E108S86",29.6925658173224,-2.80326964884414
"Amajyaruguru","Burera","Ruhunde","Rusekera","Gasura","E111S73",29.9478182470845,-1.58921268726881
"Amajyepfo","Gisagara","Musha","Bukinanyana","Rwabuhanga","E110S83",29.8495975902039,-2.54734144511439
"Amajyaruguru","Gakenke","Kamubuga","Kamubuga","Kanshenge","E110S73",29.7992323462104,-1.5719212951365
"Amajyepfo","Muhanga","Kibangu","Jurwe","Murambi","E108S76",29.6777068359029,-1.88438751951533
"Iburasirazuba","Ngoma","Jarama","Kigoma","Iramiro","E116S80",30.4143799921357,-2.27976553632851
"Amajyaruguru","Gakenke","Muhondo","Gihinga","Karehe","E111S75",29.9028079293641,-1.83243292074526
"Iburasirazuba","Kayonza","Gahini","Urugarama","Akumuyenzi","E117S76",30.5018311958808,-1.85659705320876
"Iburengerazuba","Nyamasheke","Bushenge","Impala","Runyinya","E101S82",29.0143417996408,-2.42468300234831
"Iburasirazuba","Gatsibo","Nyagihanga","Murambi","Kanyinya","E114S73",30.1864988545831,-1.58264187237351
"Amajyepfo","Nyamagabe","Musange","Masagara","Muhororo","E107S80",29.547490741715,-2.27138799745457
"Amajyepfo","Muhanga","Rongi","Gasharu","Nyamiyaga","E109S75",29.7452038349068,-1.781235369904
"Iburasirazuba","Kayonza","Gahini","Kahi","Nyamiyaga","E118S75",30.5896630407073,-1.81016430603503
"Iburasirazuba","Gatsibo","Gatsibo","Nyagahanga","Nyakibande","E114S73",30.2225209729974,-1.63940706900603
"Iburengerazuba","Rusizi","Bweyeye","Rasano","Runyami","E103S84",29.1676319951992,-2.5841044478228
"Amajyaruguru","Rulindo","Rukozo","Bwimo","Gatwa","E111S73",29.9388047517708,-1.64552367826135
"Amajyaruguru","Gicumbi","Bukure","Karenge","Rebero","E114S75",30.2045191587005,-1.79261064695289
"Amajyepfo","Gisagara","Ndora","Mukande","Nkinda Ii","E110S83",29.8586170761256,-2.55419758219012
"Amajyepfo","Kamonyi","Nyamiyaga","Mukinga","Mbayaya","E111S79",29.9300189167493,-2.11927980445875
"Amajyaruguru","Burera","Cyanika","Gisovu","Rusenyi","E109S70",29.7475391743991,-1.38187793808687
"Iburengerazuba","Karongi","Rwankuba","Munini","Bweramana","E105S79",29.3875738869305,-2.17509768474817
"Iburasirazuba","Ngoma","Sake","Nkanga","Kanazi","E116S80",30.4120363884637,-2.21206285533502
"Amajyaruguru","Burera","Gahunga","Buramba","Murambi","E108S71",29.6912283517092,-1.43771815141762
"Amajyepfo","Nyamagabe","Musebeya","Gatovu","Gitovu","E106S82",29.4711619885215,-2.41066218987227
"Iburasirazuba","Ngoma","Rukira","Nyinya","Cyabayagara","E119S79",30.6214626407566,-2.16232809592006
"Amajyaruguru","Burera","Kagogo","Kiringa","Musangabo","E109S71",29.7790512854781,-1.38896517077606
"Amajyepfo","Muhanga","Muhanga","Tyazo","Nyahinda","E109S78",29.7453405526745,-2.0430197314318
"Amajyepfo","Nyaruguru","Cyahinda","Muhambara","Gasharu","E107S86",29.588917249124,-2.76621329986961
"Iburasirazuba","Kayonza","Murundi","Ryamanyoni","Ryamanyoni","E118S75",30.515315425223,-1.75750616500984
"Amajyepfo","Kamonyi","Mugina","Mugina","Mugina","E112S79",29.9750411015241,-2.11069264406304
"Amajyaruguru","Musanze","Nyange","Muhabura","Bihinga","E108S71",29.6552108150049,-1.43961491006397
"Iburasirazuba","Kirehe","Mushikiri","Bisagara","Umunini","E119S79",30.6620598871758,-2.20109238294139
"Iburengerazuba","Nyamasheke","Kirimbi","Nyarusange","Gisheke","E103S80",29.1918526996097,-2.23654614902105
"Amajyepfo","Muhanga","Rongi","Ruhango","Burerabana","E109S76",29.7249697613817,-1.86227780049372
"Iburasirazuba","Gatsibo","Kiramuruzi","Nyabisindu","Karaba","E116S76",30.36218100101,-1.8438623080683
"Amajyepfo","Nyanza","Nyagisozi","Gahunga","Gatare","E108S81",29.6308449758756,-2.32182481165948
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Kabeza","E117S73",30.4567466290537,-1.63735805733328
"Amajyepfo","Nyamagabe","Mugano","Ruhinga","Kabuye","E107S81",29.5295253411218,-2.30282754490011
"Iburasirazuba","Kayonza","Nyamirama","Rurambi","Ruvumu","E118S77",30.5289067601428,-1.94258549151226
"Iburengerazuba","Nyabihu","Muringa","Rwantobo","Musenyi","E106S74",29.5155966452596,-1.71355894151248
"Amajyepfo","Ruhango","Mwendo","Nyabibugu","Kiganira","E108S79",29.6306028371311,-2.11866600854294
"Iburasirazuba","Bugesera","Nyarugenge","Ngenda","Kiyovu","E112S81",30.0000663188327,-2.32080735611384
"Iburasirazuba","Nyagatare","Mukama","Gatete","Gatete I","E114S72",30.191025425934,-1.50825469203344
"Iburasirazuba","Bugesera","Ngeruka","Rutonde","Akajuri","E113S81",30.0811957378283,-2.36446994768415
"Iburengerazuba","Nyabihu","Mukamira","Rubaya","Cyivugiza","E107S73",29.5223547532619,-1.59401163429633
"Iburengerazuba","Nyamasheke","Karengera","Gasayo","Muganza","E101S83",29.0640091965865,-2.52448757094774
"Iburasirazuba","Ngoma","Kazo","Umukamba","Kagarama","E117S80",30.4953662954754,-2.20388710852617
"Amajyaruguru","Gicumbi","Miyove","Gakenke","Karwanira","E112S73",30.0063531827711,-1.619136239975
"Iburengerazuba","Ngororero","Ndaro","Kinyovi","Gahunga","E107S77",29.5809694738743,-1.9805105904136
"Iburasirazuba","Ngoma","Zaza","Ruhinga","Umuvugangoma","E116S79",30.3714368606376,-2.16427695814065
"Iburengerazuba","Nyabihu","Shyira","Cyimanzovu","Cyinyana","E108S74",29.6146322245077,-1.6896927969101
"Amajyepfo","Nyaruguru","Kibeho","Gakoma","Nyagishayo","E107S85",29.5413986889661,-2.65740427150466
"Iburasirazuba","Nyagatare","Musheri","Kibirizi","Kibirizi","E116S68",30.3760171589067,-1.129108429538
"Amajyepfo","Gisagara","Musha","Kigarama","Nyesonga","E110S83",29.8293120213922,-2.53586558238356
"Iburasirazuba","Gatsibo","Remera","Rwarenga","Kigarama","E116S74",30.3486383222703,-1.72868823269638
"Iburengerazuba","Nyabihu","Kintobo","Rukondo","Mugogo","E107S73",29.5583710633103,-1.57630861733893
"Amajyepfo","Gisagara","Mamba","Muyaga","Shyembe","E111S83",29.9283643994526,-2.5277649846633
"Umujyi wa Kigali","Nyarugenge","Mageregere","Kankuba","Kamatamu","E112S78",30.0245078444299,-2.03445834765449
"Amajyepfo","Nyaruguru","Muganza","Samiyonga","Tangabo","E106S85",29.4446586231234,-2.68138108566463
"Iburasirazuba","Nyagatare","Nyagatare","Rutaraka","Gihorobwa","E115S70",30.3307738002921,-1.31352438627029
"Umujyi wa Kigali","Gasabo","Jabana","Bweramvura","Gitenga","E112S76",30.0536730852098,-1.86327117992277
"Iburengerazuba","Ngororero","Ndaro","Bijyojyo","Gasave","E107S77",29.5989844328382,-1.99196718354723
"Iburasirazuba","Kirehe","Gatore","Rwantonde","Karehero","E118S82",30.5587457463762,-2.40755609370933
"Iburengerazuba","Rubavu","Mudende","Ndoranyi","Karandaryi","E105S73",29.3873121932535,-1.6130216664114
"Iburasirazuba","Rwamagana","Gishali","Binunga","Busharu","E116S76",30.4207538034603,-1.87604867965657
"Amajyepfo","Nyamagabe","Nkomane","Nyarwungo","Rutoyi","E105S81",29.3899916248013,-2.31284070410828
"Iburasirazuba","Bugesera","Mayange","Kibirizi","Rwakibirizi","E114S79",30.1619822163029,-2.15540790030304
"Amajyaruguru","Gakenke","Janja","Karukungu","Cyifuzo","E109S74",29.7204297506261,-1.65913748016699
"Amajyepfo","Kamonyi","Nyarubaka","Gitare","Nyabitare","E110S78",29.8241842918339,-2.10020037812804
"Amajyepfo","Nyanza","Muyira","Gati","Kimfizi","E111S81",29.8897309658934,-2.31523469891961
"Iburasirazuba","Gatsibo","Rwimbogo","Rwikiniro","Ndama I","E117S73",30.4882837545411,-1.61063213936605
"Iburengerazuba","Karongi","Mutuntu","Gasharu","Gashanga","E105S80",29.4304195400463,-2.24773492859523
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Nyamirama I","E117S71",30.4748231176589,-1.45488899054408
"Amajyepfo","Nyamagabe","Buruhukiro","Kizimyamuriro","Mujerenge","E105S82",29.4262190386033,-2.45541293867994
"Iburasirazuba","Nyagatare","Karangazi","Karama","Karama","E116S72",30.359918053018,-1.54160963638345
"Amajyepfo","Nyamagabe","Buruhukiro","Kizimyamuriro","Minaga","E105S82",29.4307320147003,-2.46222729626643
"Iburengerazuba","Nyamasheke","Gihombo","Gitwa","Gasagara","E103S79",29.2323009534905,-2.18497572563113
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Buhabwa","E118S74",30.5400854746527,-1.6856041299497
"Iburengerazuba","Ngororero","Hindiro","Rugendabari","Mukoni","E107S75",29.59439184187,-1.80459364203357
"Iburasirazuba","Rwamagana","Munyiginya","Nkomangwa","Karubisha","E116S76",30.3757276517948,-1.91392700644815
"Amajyaruguru","Rulindo","Shyorongi","Muvumu","Kagunda","E111S75",29.9253222961804,-1.83265658310486
"Amajyepfo","Nyaruguru","Mata","Murambi","Nyamyumba","E107S84",29.5637654998449,-2.58761038832063
"Iburasirazuba","Gatsibo","Murambi","Rwimitereri","Bushenyi","E116S75",30.3711752633283,-1.80109994443814
"Amajyepfo","Ruhango","Mbuye","Mwendo","Kabuga","E110S79",29.8309977681395,-2.1589442621264
"Amajyaruguru","Gicumbi","Kaniga","Bugomba","Kajevuba","E112S72",30.040168099679,-1.47961854845126
"Amajyepfo","Nyamagabe","Kamegeri","Rususa","Kigarama","E107S83",29.5681591119901,-2.53120496754245
"Iburengerazuba","Rutsiro","Mukura","Mwendo","Nyarusongati","E107S78",29.5404927897499,-2.0342998487674
"Amajyaruguru","Musanze","Cyuve","Buruba","Bazizana","E108S72",29.646186602747,-1.48239714379265
"Iburasirazuba","Kirehe","Musaza","Mubuga","Kanombe","E119S81",30.6464624923192,-2.32273086490808
"Amajyaruguru","Gakenke","Muhondo","Huro","Cura","E110S75",29.8577633046157,-1.771063154783
"Amajyepfo","Ruhango","Mwendo","Gishweru","Mabanza","E108S79",29.6778816077443,-2.12588480826088
"Iburasirazuba","Rwamagana","Nzige","Kigarama","Mubuga","E116S78",30.3532963247563,-2.0422742914711
"Iburengerazuba","Ngororero","Gatumba","Rusumo","Kagarama","E108S77",29.6147121006222,-1.94697612030081
"Umujyi wa Kigali","Kicukiro","Masaka","Ayabaraya","Rususa","E114S78",30.2294160231524,-2.02522507109906
"Iburasirazuba","Gatsibo","Muhura","Gakorokombe","Nyarubuye","E116S75",30.3351320824748,-1.7691470367326
"Iburengerazuba","Nyamasheke","Shangi","Shangi","Bugomba","E101S82",29.0030272648928,-2.38167343190556
"Amajyaruguru","Rulindo","Murambi","Mvuzo","Kabuga","E112S75",30.0176284659113,-1.81327313205761
"Amajyepfo","Gisagara","Mamba","Kabumbwe","Kirwa","E111S82",29.9597626392759,-2.46034941784343
"Amajyaruguru","Musanze","Remera","Murwa","Kamanga","E109S72",29.7091990524186,-1.52589549662841
"Iburasirazuba","Bugesera","Nyamata","Kanazi","Nyarugati Ii","E112S79",30.0606771094245,-2.1792282635416
"Amajyaruguru","Gakenke","Coko","Nyange","Karambo","E109S75",29.7879768070246,-1.78391216271391
"Umujyi wa Kigali","Kicukiro","Gatenga","Nyarurama","Nyabikenke","E113S77",30.0717791653813,-2.01687640104166
"Amajyepfo","Nyanza","Muyira","Gati","Buhaza","E110S81",29.8244451820634,-2.31912764889091
"Amajyaruguru","Musanze","Nkotsi","Mubago","Nyagahondo","E107S73",29.5966366437208,-1.5721698064599
"Amajyaruguru","Gakenke","Coko","Nyanza","Baramba","E110S75",29.819488138465,-1.75488881577753
"Iburasirazuba","Ngoma","Mutenderi","Nyagasozi","Nyagasozi","E118S80",30.5292490073503,-2.27416200095921
"Amajyaruguru","Gicumbi","Byumba","Nyamabuye","Kumana","E112S73",30.0423867155439,-1.57664193949837
"Amajyepfo","Gisagara","Musha","Kigarama","Karugumya","E110S83",29.8158117651268,-2.54025452943685
"Amajyaruguru","Rulindo","Bushoki","Nyirangarama","Bubiro","E111S74",29.8870210654127,-1.68787054581797
"Amajyepfo","Nyamagabe","Nkomane","Bitandara","Buhanzi","E105S81",29.4192663166267,-2.3243953946482
"Amajyepfo","Muhanga","Shyogwe","Ruli","Karama","E109S78",29.7724024985844,-2.09744535046414
"Iburasirazuba","Ngoma","Zaza","Nyagatugunda","Kizenga","E117S79",30.4412298080235,-2.13791643498136
"Amajyaruguru","Gakenke","Coko","Nyange","Vumandi","E109S75",29.7879840898463,-1.81099084030053
"Iburengerazuba","Ngororero","Bwira","Gashubi","Rwamakara","E107S77",29.5584562330218,-1.97352568120868
"Amajyepfo","Kamonyi","Mugina","Mugina","Mugina","E112S79",29.9863035969973,-2.11531602664772
"Amajyaruguru","Rulindo","Bushoki","Gasiza","Buhande","E111S75",29.9207982873691,-1.75138413823757
"Amajyepfo","Nyamagabe","Kaduha","Musenyi","Ruganda","E106S81",29.4980505179839,-2.32962966424899
"Iburasirazuba","Kirehe","Mpanga","Mpanga","Kabuye Ii","E121S78",30.7880939200986,-2.08739483034772
"Iburasirazuba","Nyagatare","Kiyombe","Karujumba","Ngangare","E113S71",30.1482680987563,-1.44690746791738
"Iburengerazuba","Karongi","Murambi","Muhororo","Kananira","E107S79",29.5608736051118,-2.16767101888221
"Iburengerazuba","Rusizi","Gashonga","Muti","Rugende","E100S84",28.9043715129584,-2.59089109692586
"Amajyaruguru","Rulindo","Buyoga","Gahororo","Gitabura","E113S74",30.0693961123941,-1.7055055575953
"Iburasirazuba","Kayonza","Ruramira","Bugambira","Murambi","E117S78",30.4996908793491,-2.03250093372516
"Umujyi wa Kigali","Gasabo","Kinyinya","Murama","Binunga","E113S76",30.1212544739325,-1.92261076363077
"Umujyi wa Kigali","Gasabo","Rusororo","Bisenga","Bisenga","E115S77",30.2698945902446,-1.94442135882128
"Iburengerazuba","Nyamasheke","Kagano","Gako","Gasharu","E102S81",29.1222416725111,-2.35109525524149
"Iburasirazuba","Gatsibo","Kabarore","Marimba","Rebero","E115S73",30.3036053279228,-1.57258946747068
"Iburengerazuba","Rutsiro","Murunda","Kirwa","Kabatemba","E106S76",29.4481207151041,-1.88445274685246
"Iburasirazuba","Kirehe","Mahama","Kamombo","Kamabuye","E121S80",30.8085581058669,-2.24321700749791
"Iburengerazuba","Nyabihu","Rugera","Nyarutembe","Gisenyi","E108S73",29.6281430025452,-1.6063282192666
"Amajyepfo","Gisagara","Musha","Gatovu","Gitega","E110S83",29.856253830797,-2.49548630291797
"Amajyaruguru","Gakenke","Rushashi","Rwankuba","Giheta","E110S75",29.8600123972536,-1.75980351231898
"Amajyepfo","Muhanga","Nyarusange","Ngaru","Gitega","E108S79",29.6148458315857,-2.11851734896877
"Amajyepfo","Nyamagabe","Musange","Masangano","Mubuga","E107S80",29.5970207953979,-2.2786195713023
"Umujyi wa Kigali","Kicukiro","Masaka","Ayabaraya","Nyirakavomo","E114S78",30.2181807089859,-2.05444068512302
"Iburengerazuba","Ngororero","Muhororo","Rusororo","Rongi","E108S76",29.6597106132293,-1.90903946012587
"Iburengerazuba","Nyabihu","Rurembo","Mwana","Busenge","E107S73",29.5853710827001,-1.65104344465567
"Iburasirazuba","Ngoma","Gashanda","Mutsindo","Cyanama","E117S79",30.4795522277312,-2.16537749349237
"Amajyaruguru","Rulindo","Ntarabana","Kajevuba","Bikamba","E113S75",30.1302099007104,-1.80087523166998
"Amajyepfo","Nyamagabe","Uwinkingi","Munyege","Kanyampongo","E106S83",29.4780229167604,-2.47620105221643
"Iburengerazuba","Rubavu","Mudende","Rungu","Bihe","E105S73",29.3625555353451,-1.61955631876711
"Amajyepfo","Ruhango","Mwendo","Saruheshyi","Gasharu","E108S79",29.7004497420164,-2.18026946027404
"Iburasirazuba","Bugesera","Ntarama","Kanzenze","Rwangara","E113S79",30.0741195599559,-2.11617956755986
"Amajyaruguru","Gicumbi","Mutete","Nyarubuye","Kajwejwe","E113S74",30.1054229457318,-1.69008190393776
"Iburengerazuba","Ngororero","Matyazo","Matare","Gako","E108S75",29.6506575773238,-1.77354259033541
"Iburasirazuba","Kirehe","Mahama","Umunini","Karambi","E121S81",30.8401989174861,-2.30895054458007
"Amajyaruguru","Gakenke","Karambo","Kanyanza","Kabutare","E110S73",29.828488992056,-1.62862141382299
"Iburengerazuba","Karongi","Gitesi","Rwariro","Kirwa","E106S79",29.4550777405773,-2.15991588442648
"Amajyepfo","Muhanga","Kibangu","Gisharu","Kirehe","E108S76",29.6777078745656,-1.88664436308694
"Iburasirazuba","Kirehe","Mahama","Kamombo","Terimbere","E121S80",30.8108081079777,-2.24098537103991
"Amajyepfo","Nyaruguru","Mata","Nyamabuye","Nyacyondo","E107S84",29.5458298993827,-2.62357486846379
"Iburengerazuba","Rubavu","Cyanzarwe","Cyanzarwe","Butango","E104S73",29.3377985429266,-1.63512029503681
"Iburasirazuba","Kayonza","Gahini","Kahi","Tsima","E118S75",30.5986805605973,-1.83055648335528
"Iburengerazuba","Rutsiro","Ruhango","Gihira","Rukoko","E105S76",29.4120918229113,-1.83671141353071
"Iburasirazuba","Kirehe","Mpanga","Nasho","Busasamana I","E121S78",30.8624399572382,-2.08142027490736
"Amajyepfo","Nyaruguru","Nyabimata","Ruhinga","Ndaro","E105S86",29.4132708638374,-2.73755972620601
"Iburengerazuba","Rubavu","Busasamana","Gasiza","Gisura","E105S73",29.3535588265031,-1.58561470877005
"Iburasirazuba","Kirehe","Nyarubuye","Nyabitare","Nyamisagara","E120S80",30.7184331251813,-2.24002044966713
"Iburengerazuba","Nyabihu","Muringa","Nkomane","Kigusa","E107S74",29.5403565172929,-1.72733880149063
"Umujyi wa Kigali","Gasabo","Rusororo","Mbandazi","Karambo","E114S76",30.2180735313736,-1.90103108738412
"Amajyepfo","Muhanga","Kabacuzi","Butare","Karambo","E109S77",29.781301065369,-1.96212146242146
"Amajyepfo","Nyamagabe","Nkomane","Bitandara","Buhanzi","E105S81",29.4170187290625,-2.32663274102392
"Iburasirazuba","Ngoma","Rurenge","Rujambara","Nyabagaza","E117S78",30.5110163815906,-2.10028577858174
"Amajyepfo","Nyamagabe","Mugano","Gitwa","Rutabo","E107S80",29.538455678702,-2.24647203802359
"Iburasirazuba","Bugesera","Nyarugenge","Ngenda","Rugasa","E112S81",29.9820462309612,-2.31612002800888
"Iburasirazuba","Nyagatare","Matimba","Bwera","Rugaga","E117S68",30.441323387904,-1.13884454108262
"Amajyepfo","Nyamagabe","Uwinkingi","Kibyagira","Kagano","E106S83",29.4510125185226,-2.47595735204619
"Amajyaruguru","Gicumbi","Bwisige","Gihuke","Cyamukanya","E113S72",30.1302142676453,-1.53919974096458
"Amajyepfo","Nyaruguru","Nyabimata","Ruhinga","Agasugi","E105S85",29.4132000314935,-2.70594344325585
"Amajyaruguru","Gakenke","Coko","Nyanza","Tumba","E109S75",29.7902245306976,-1.76813863153755
"Iburasirazuba","Gatsibo","Kageyo","Kintu","Ryabushogoro","E115S73",30.2585519623987,-1.65105998679234
"Amajyaruguru","Rulindo","Mbogo","Mushari","Rwambogo","E112S75",29.9793374221798,-1.75422753539186
"Iburengerazuba","Rutsiro","Rusebeya","Ruronde","Nyamibombwe","E106S77",29.5111684512826,-1.93922077080181
"Amajyepfo","Gisagara","Ndora","Bweya","Mirayi","E110S84",29.802438557701,-2.60785303007574
"Iburasirazuba","Ngoma","Rukira","Kibatsi","Kibimba","E119S79",30.6056503651299,-2.1238207676744
"Iburengerazuba","Nyabihu","Rugera","Rurembo","Karambi","E107S73",29.5988810842066,-1.60604144138744
"Iburengerazuba","Karongi","Murambi","Nyarunyinya","Murambi","E107S79",29.5788834436271,-2.17009668095955
"Iburasirazuba","Rwamagana","Gahengeri","Runyinya","Cyeru","E115S76",30.2743729520879,-1.89935014856807
"Iburasirazuba","Gatsibo","Gitoki","Rubira","Nyakabota","E115S73",30.3035987212584,-1.60416541835949
"Iburengerazuba","Karongi","Twumba","Rutabi","Rutabi","E105S80",29.410117800139,-2.20916892547025
"Amajyaruguru","Gicumbi","Rwamiko","Nyagahinga","Ntaremba","E114S75",30.1752409328662,-1.77877562568077
"Iburasirazuba","Ngoma","Rukumberi","Rubona","Kagarama","E115S79",30.3286755974758,-2.19091724647652
"Iburengerazuba","Rusizi","Nyakarenzo","Rusambu","Mugongo","E100S83",28.9132739962308,-2.53675339250637
"Iburasirazuba","Gatsibo","Rugarama","Matare","Akabare","E116S74",30.3846709289859,-1.66365874041157
"Iburasirazuba","Gatsibo","Gasange","Kimana","Kimana","E115S75",30.2900932451071,-1.78446909484072
"Amajyepfo","Nyaruguru","Ngera","Mukuge","Mukuge","E108S85",29.6945304154225,-2.68136499893242
"Amajyepfo","Nyamagabe","Musebeya","Nyarurambi","Nyarurambi","E106S81",29.4620995091577,-2.37219778214191
"Amajyepfo","Muhanga","Shyogwe","Ruli","Munyinya","E109S78",29.7903860290554,-2.06827880519526
"Umujyi wa Kigali","Gasabo","Rutunga","Kigabiro","Rukerereza","E114S76",30.2158004652357,-1.85588993161904
"Iburasirazuba","Nyagatare","Nyagatare","Nsheke","Nsheke","E116S69",30.337580128457,-1.25947626442007
"Iburengerazuba","Nyamasheke","Bushekeri","Mpumbu","Kamina","E102S82",29.1065518385946,-2.39386572099867
"Amajyepfo","Nyanza","Cyabakamyi","Nyabinyenga","Kimiyumbu","E108S81",29.6870977563325,-2.30429061067586
"Amajyaruguru","Burera","Rugarama","Gafumba","Rutamba","E109S71",29.7317577926294,-1.42007440505426
"Iburasirazuba","Kayonza","Murama","Bunyentongo","Nyamabuye","E119S77",30.6303117242526,-1.99552185836082
"Amajyepfo","Kamonyi","Rukoma","Gishyeshye","Murambi","E111S77",29.8893466188375,-1.93384071550155
